restaurant_name,location,listed_in(type),rest_type,rate_clean,votes_clean,dining_votes,delivery_votes,approx_cost_clean,online_order,book_table
Five Star Chicken,Richmond Road, Bangalore,Burger,3.5,22,0,22,281.2830188679245,Yes,No
Five Star Chicken,Triplicane, Chennai,Rolls,3.611132015620044,0,0,0,281.2830188679245,No,No
Flavorsome Feasts,Vaishali Nagar, Jaipur,Beverages,3.761132015620044,0,0,0,561.448275862069,No,No
Flavours Of China,Dadar West, Mumbai,Seafood,4.1,395,395,0,673.5151515151514,No,Yes
Food Adda,Lower Parel, Mumbai,Beverages,3.85,66,30,36,416.4,Yes,Yes
Food Darzee,Lower Parel, Mumbai,Biryani,3.761132015620044,309,0,309,699.4878048780488,Yes,No
Food Track,Charminar, Hyderabad,Beverages,4.199999999999999,16,16,0,260.09708737864077,No,Yes
Francescos Pizzeria,Dadar West, Mumbai,Fast Food,3.861132015620044,329,0,329,1021.12,Yes,No
FreshMenu,Frazer Town, Bangalore,Chinese,3.861132015620044,0,0,0,518.8094804010939,No,No
FreshMenu,Richmond Road, Bangalore,Chinese,3.861132015620044,0,0,0,518.8094804010939,No,No
FreshMenu,Sion, Mumbai,Chinese,3.861132015620044,662,0,662,518.8094804010939,Yes,No
Fried Chicken Destination,Kothrud, Pune,Fast Food,3.95,31,31,0,662.0615384615385,No,Yes
Fried Chicken Wala,Shibpur, Kolkata,Pizza,4.0,244,244,0,419.8571428571429,No,Yes
Friedisthan,Raja Park, Jaipur,Beverages,3.961132015620043,0,0,0,557.4066666666666,No,No
Fuel Up,Khar, Mumbai,Beverages,4.1,102,102,0,495.48993288590606,No,Yes
GOPIZZA,Orion East, Banaswadi,Fast Food,3.75,186,47,139,671.7865979381444,Yes,Yes
Gajanand Pauva House,Navrangpura, Ahmedabad,Shake,3.8,229,15,214,222.5,Yes,Yes
Galaxy Food Centre,Samta Colony, Raipur,Pizza,3.711132015620044,242,0,242,264.2105263157895,Yes,No
Game Of Spices,Mansarovar, Jaipur,Sichuan,4.0,88,88,0,661.8211382113822,No,Yes
Ganesh Bhojnalaya,Lal Kothi, Jaipur,North Indian,3.8,460,460,0,218.06741573033707,No,Yes
Garden Vada Pav Centre,Camp Area, Pune,Beverages,3.95,18,18,0,318.75,No,Yes
Gelatica Gelato - Ice Cream,Narayanguda, Hyderabad,Desserts,3.861132015620044,203,0,203,198.0,Yes,No
George Restaurant,Camp Area, Pune,Beverages,3.95,0,0,0,623.7254901960785,No,No
Ghar Ka Khana by EatFit,Gulbai Tekra, Ahmedabad,Beverages,3.711132015620044,289,0,289,346.8235294117647,Yes,No
Ghungroo Seth Vada Pav Company,Crystal Palm Mall, Jaipur,Fast Food,4.011132015620044,0,0,0,163.75,No,No
Go Biryan,Lower Parel, Mumbai,Rolls,3.861132015620044,0,0,0,782.9644776119403,No,No
Go Grill,Arumbakkam, Chennai,Bbq,3.6,205,0,205,401.6779661016949,Yes,No
Goa'rmet By The Tiffin Factory,Panaji, Goa,Desserts,3.892724144860015,14,0,14,437.6377952755906,Yes,No
Goila Butter Chicken,Koramangala 6th Block, Bangalore,Rolls,3.861132015620044,612,0,612,585.2235294117648,Yes,No
Gokul Oottupura,Pallimukku, Kochi,Shake,4.0,73,73,0,333.26582278481015,No,Yes
Gokul Refreshment,Hill Road, Mumbai,Beverages,4.15,337,337,0,364.15384615384613,No,Yes
Golden Dragon,Ravipuram, Kochi,Desserts,4.1,248,248,0,515.1814345991561,No,Yes
Golden Joy,Tangra, Kolkata,Pizza,4.2,0,0,0,456.2264150943397,No,No
Goli Rolls And Vada Pav,Samta Colony, Raipur,Pizza,4.061132015620044,162,0,162,221.70212765957447,Yes,No
Goli Vada Pav No. 1,Kammanahalli, Bangalore,Ice Cream,3.5,214,1,213,192.111914893617,Yes,Yes
Goli Vadapav No.1,Aliganj, Lucknow,Beverages,3.5,1031,56,975,277.55555555555554,Yes,Yes
Good Flippin' Burgers,Greater Kailash 1 (GK1), New Delhi,Fast Food,4.111132015620044,0,0,0,509.5652173913044,No,No
Goofy's Pizza,Raja Park, Jaipur,Pizza,3.711132015620044,94,0,94,402.8048780487805,Yes,No
Gopaljee Cafe,Koramangala 7th Block, Bangalore,Beverages,4.1,121,121,0,270.3125,No,Yes
Gopi Bhog,Bapunagar, Ahmedabad,Biryani,3.65,10,10,0,525.7576158940396,No,Yes
Gordhan Thaal,Satellite, Ahmedabad,North Indian,4.199999999999999,0,0,0,987.5,No,No
Goutam's,Sector 1, Kolkata,Pizza,3.25,553,553,0,280.5882352941176,No,Yes
Govind Dosa,Charminar, Hyderabad,South Indian,3.95,997,997,0,178.97058823529412,No,Yes
Goyaan,Porvorim, Goa,Fast Food,3.892724144860015,0,0,0,330.63829787234044,No,No
Grab Feast,Topsia, Kolkata,Pizza,3.761132015620044,461,0,461,222.0,Yes,No
Grameen Kulfi,Panampilly Nagar, Kochi,Desserts,4.061132015620044,88,0,88,210.95428571428576,Yes,No
Grand Bawarchi Restaurant,Falaknuma, Hyderabad,Kebab,4.2,423,423,0,676.1111111111111,No,Yes
Grand Hotel,Abids, Hyderabad,Beverages,4.15,0,0,0,405.023923444976,No,No
Grandson Of Tunday Kababi,Sahara Ganj Mall, Lucknow,Biryani,3.85,443,443,0,403.24444444444447,No,Yes
Great Indian Khichdi by EatFit,Aminijikarai, Chennai,Beverages,3.9111320156200433,676,0,676,370.13953488372096,Yes,No
Grill A Delics,Washermenpet, Chennai,Beverages,3.95,445,142,303,508.3815789473685,Yes,Yes
Grillin' It,Porvorim, Goa,Biryani,3.7,55,10,45,566.5432098765432,Yes,Yes
Gusto Pizza,Mylapore, Chennai,Fast Food,3.811132015620044,77,0,77,516.8108108108108,Yes,No
HFC,Das Naagar, Kolkata,Pizza,3.9,271,1,270,386.13333333333327,Yes,Yes
HL Frankie,Navrangpura, Ahmedabad,Beverages,3.8,637,0,637,477.26153846153846,Yes,No
HRX by EatFit,Lower Parel, Mumbai,Salad,4.061132015620044,144,0,144,539.3066666666666,Yes,No
HSR High Street,HSR, Bangalore,Desserts,3.95,0,0,0,441.9527559055118,No,No
Haji Ebrahim,Kaloor, Kochi,Juices,3.95,49,49,0,208.75,No,Yes
Haka,Khar, Mumbai,Sichuan,3.861132015620044,804,0,804,607.5590697674419,Yes,No
Hari Om Centre,Vastrapur, Ahmedabad,Gujarati,3.5,63,63,0,442.4785276073619,No,Yes
Hari Om Chole Puri,Ellis Bridge, Ahmedabad,Gujarati,3.85,47,47,0,445.30120481927713,No,Yes
Hari Super Sandwich,Basavanagudi, Bangalore,Pizza,4.0,342,342,0,171.5731707317073,No,Yes
Hari Super Sandwich,Seshadripuram, Bangalore,Street Food,3.8,305,1,304,171.5731707317073,Yes,Yes
Harishankar Veg Restro,Raja Park, Jaipur,Beverages,3.95,273,273,0,375.9423076923077,No,Yes
Hashtag Foods,Kamla Nagar, New Delhi,Beverages,3.9,76,3,73,526.4302325581396,Yes,Yes
Hatari,Bow Bazar, Kolkata,Pizza,4.0,209,43,166,714.2247191011236,Yes,Yes
Havmor Havfunn Ice Cream,Shahpur, Ahmedabad,Desserts,3.9,3,0,3,423.3444444444445,Yes,No
Hello Burger's,Kurla, Mumbai,Sichuan,3.9111320156200433,83,0,83,213.33333333333337,Yes,No
Hil Pizza,C Scheme, Jaipur,Beverages,3.5,484,5,479,475.36507936507934,Yes,Yes
Hira Sweets,Laxmi Nagar, New Delhi,Mithai,3.9111320156200433,0,0,0,451.5034196891192,No,No
Home Town Pizza,Triveni Nagar, Lucknow,Pizza,3.861132015620044,65,0,65,202.15789473684208,Yes,No
Hot 100,Devendra Nagar, Raipur,Pizza,4.25,252,252,0,406.3650190114069,No,Yes
Hot Chemistry- Indian Heritage Hotel,Moudhapara, Raipur,Pizza,4.15,671,26,645,377.50769230769225,Yes,Yes
Hot N Spicy,Worli, Mumbai,Sichuan,3.711132015620044,0,0,0,261.16279069767444,No,No
Hot Pizza Ace,Gomti Nagar, Lucknow,Shake,3.711132015620044,0,0,0,429.1875,No,No
Hotel Hyderabadi,Mahaveer Nagar, Raipur,Pizza,3.811132015620044,469,0,469,319.2,Yes,No
Hotel Hyderabadi,Moudhapara, Raipur,Pizza,4.0,452,452,0,319.2,No,Yes
Hotel Karavali Food Point,Vijay Nagar, Bangalore,Chinese,3.65,196,196,0,271.20175438596493,No,Yes
Hotel Lazeez Al Darbar,Chowk, Lucknow,Biryani,4.0,330,330,0,277.80392156862746,No,Yes
Hotel N.G.T Non Veg,Vijay Nagar, Bangalore,Chinese,3.9111320156200433,908,0,908,320.75,Yes,No
Hotel Navayuga,Majestic, Bangalore,Biryani,4.300000000000001,294,294,0,700.0,No,Yes
Hotel Nayaab,Charminar, Hyderabad,Beverages,4.15,540,540,0,547.9166666666666,No,Yes
Hotel Paramount,Kilpauk, Chennai,Beverages,4.15,975,975,0,425.024,No,Yes
Hotel Rumaan,Charminar, Hyderabad,North Indian,4.1,115,0,115,380.4193548387097,Yes,No
Hotel Sennthur,Anna Salai, Chennai,Beverages,4.0,171,171,0,274.15962441314554,No,Yes
Hotel Shadab,Ghansi Bazaar, Hyderabad,Beverages,4.199999999999999,0,0,0,567.5531914893617,No,No
Hotel Shubham Prestige,Saroor Nagar, Hyderabad,Beverages,3.65,57,57,0,445.2911392405064,No,Yes
Hotel Swagath Grand,Meerpet, Hyderabad,Beverages,4.1,495,495,0,452.6140350877193,No,Yes
Hotel Topform,Thopumpady, Kochi,Shake,3.861132015620044,0,0,0,458.3103448275862,No,No
Hoy Punjab,Kacheripady, Kochi,Beverages,4.0,759,163,596,869.3316901408451,Yes,Yes
Hundo Pizza,Khar, Mumbai,American,3.961132015620043,0,0,0,632.280701754386,No,No
Hyderabadi Laziz,Karve Nagar, Pune,Hyderabadi,3.65,74,74,0,675.6307692307693,No,Yes
I Love Haldiram,Park Street Area, Kolkata,Pizza,3.5,120,120,0,156.81201923076924,No,Yes
IBC (Indian Biryani Company),Koramangala 5th Block, Bangalore,Mughlai,3.761132015620044,888,0,888,516.4303797468355,Yes,No
ICP Italian Crust Pizza,Inderlok, New Delhi,Fast Food,3.6611320156200433,58,0,58,446.82142857142856,Yes,No
Ibrahim Biriyani,Kilpauk, Chennai,Kebab,3.9,41,41,0,220.0,No,Yes
Iconic Cafe,Purena, Raipur,Pizza,3.9111320156200433,63,0,63,196.93877551020407,Yes,No
If Pizza,Pandav Nagar, New Delhi,Fast Food,4.2,122,122,0,366.2564102564104,No,Yes
Imperial Bakery - Since 1955,East Street, Pune,Bakery,3.892724144860015,3,0,3,102.6944,Yes,No
Indira Darshini,Khairatabad, Hyderabad,North Indian,4.05,131,131,0,236.3423423423423,No,Yes
Iqbal Cafe,Charminar, Hyderabad,Biryani,3.7,12,12,0,222.5,No,Yes
Iscon Thal,Satellite, Ahmedabad,Gujarati,3.95,444,444,0,485.7531818181818,No,Yes
Istanbul,Malakpet, Hyderabad,Wraps,4.3,236,236,0,352.8205128205128,No,Yes
Italian Bay,Bandra Kurla Complex, Mumbai,Beverages,4.011132015620044,911,0,911,651.795918367347,Yes,No
Italian Pizzeria,Mehdipatnam, Hyderabad,Shake,3.75,325,325,0,359.1011235955056,No,Yes
Italio's Pizza,C G Road, Ahmedabad,Fast Food,3.861132015620044,0,0,0,431.9076923076922,No,No
Iyer Mess,Malleshwaram, Bangalore,South Indian,3.8,373,373,0,113.14285714285714,No,Yes
JBT Jaipur Burger Truck,Vaishali Nagar, Jaipur,Fast Food,4.05,15,15,0,390.83185840707966,No,Yes
JMD Bakery & Fast Food,Durgapura, Jaipur,Beverages,3.9,8,8,0,261.40449438202245,No,Yes
Jai Bhavani Snacks Center,Katraj, Pune,Beverages,3.9,5,5,0,77.5,No,Yes
Jal Mahal Ice Cream Parlour,MI Road, Jaipur,Beverages,4.25,848,848,0,423.6947791164658,No,Yes
Jalaram,Kalupur, Ahmedabad,North Indian,4.1,115,115,0,236.3469387755102,No,Yes
Jalaram Parotha House,Naranpura, Ahmedabad,North Indian,3.861132015620044,174,0,174,176.5,Yes,No
Jalaram Sweets And Namkeen,Tikrapara, Raipur,Pizza,3.961132015620043,346,0,346,219.07692307692304,Yes,No
Jango'z,Royapuram, Chennai,Fast Food,3.75,681,7,674,716.5315151515152,Yes,Yes
Jassi De Parathe,Vastrapur, Ahmedabad,Beverages,4.3,0,0,0,461.7894736842106,No,No
Jay Bhavani Vadapav,Navrangpura, Ahmedabad,Beverages,3.55,294,294,0,150.0,No,Yes
Jay Shree Jalaram Parotha House,Naranpura, Ahmedabad,Kathiyawadi,3.611132015620044,558,2,556,199.57037037037037,Yes,Yes
Jhakas Family Restaurant,Wadala, Mumbai,Sichuan,3.761132015620044,668,0,668,691.7354085603113,Yes,No
Jimis Burger,Pali Hill, Mumbai,Beverages,4.25,1388,529,859,548.9126213592233,Yes,Yes
Joshis Masala Mantra,Panaji, Goa,Sichuan,3.861132015620044,132,0,132,464.5098039215686,Yes,No
Jubilee Restaurant,Panaji, Goa,Chinese,3.892724144860015,0,0,0,267.77777777777777,No,No
Jugos,Palluruthy, Kochi,Beverages,3.9111320156200433,479,2,477,249.3,Yes,Yes
Juicy,Thopumpady, Kochi,Desserts,4.15,269,0,269,227.8947368421053,Yes,No
Junior Kuppanna,Nungambakkam, Chennai,Beverages,3.5,108,108,0,714.560975609756,No,Yes
Juno's Pizza - Baking Fresh Since 1974,Lower Parel, Mumbai,Beverages,4.0,0,0,0,590.3809523809524,No,No
Just A Sec,Mansarovar, Jaipur,North Indian,3.711132015620044,512,0,512,313.7846153846154,Yes,No
Just Cakes,Koramangala 7th Block, Bangalore,Desserts,3.961132015620043,0,0,0,662.0833333333334,No,No
Just Chaska,Mowa, Raipur,Pizza,3.55,709,10,699,305.77777777777777,Yes,Yes
KFC,Brigade Road, Bangalore,Beverages,3.85,819,159,660,699.3463115845539,Yes,Yes
KFC,Centre Square Mall, Kochi,Beverages,4.0,465,465,0,699.3463115845539,No,Yes
KFC,Dadar Shivaji Park, Mumbai,Desserts,3.761132015620044,0,0,0,699.3463115845539,No,No
KFC,Park Town, Chennai,Fast Food,3.7,32,0,32,699.3463115845539,Yes,No
KFC,R Deccan Mall, Pune,Beverages,3.75,917,917,0,699.3463115845539,No,Yes
KFC,Sealdah Area, Kolkata,Beverages,4.1,181,181,0,699.3463115845539,No,Yes
KGN Chicken Corner & Biryani Center,Mowa, Raipur,Pizza,3.4000000000000004,44,44,0,196.7391304347826,No,Yes
KGN Xprs,Aundh, Pune,Sichuan,3.861132015620044,940,0,940,477.045045045045,Yes,No
KMS Hakkim Kalyana Biriyani,Nungambakkam, Chennai,Beverages,3.3,836,17,819,632.2912621359224,Yes,Yes
KS Bakers,Narayanguda, Hyderabad,Burger,3.6,10,10,0,404.0735294117647,No,Yes
Kanha,C Scheme, Jaipur,Desserts,4.0,872,872,0,336.62509635974305,No,Yes
Kanji,Sindhi Camp, Jaipur,South Indian,4.05,435,435,0,425.9438775510204,No,Yes
Kannu Ki Chai,FC Road, Pune,Coffee,3.85,552,11,541,298.2589655172414,Yes,Yes
Karachi Bakery,Nampally, Hyderabad,Fast Food,3.811132015620044,332,0,332,619.7614193548387,Yes,No
Karachi Sweet Mart,Camp Area, Pune,Fast Food,3.861132015620044,730,0,730,724.8543689320388,Yes,No
Karnataka Biryani Point,Rajajinagar, Bangalore,South Indian,3.75,37,37,0,178.88888888888889,No,Yes
Karnavati Dabeli,Ellis Bridge, Ahmedabad,Fast Food,3.85,751,14,737,135.97402597402598,Yes,Yes
Karnavati Snacks,Paldi, Ahmedabad,Sandwich,3.5,202,1,201,234.9206349206349,Yes,Yes
Kataria's,BTM, Bangalore,Beverages,3.3,87,87,0,199.7752808988764,No,Yes
Kathi Junction,Lake Town, Kolkata,Pizza,3.95,15,15,0,289.7826086956522,No,Yes
Keifer,Purasavakkam, Chennai,Shake,3.761132015620044,140,0,140,307.57085020242914,Yes,No
Keventers - Milkshakes & Desserts,Garuda Mall, Bangalore,Desserts,3.85,932,22,910,448.7973298429319,Yes,Yes
Keventers - Milkshakes & Desserts,New Market Area, Kolkata,Desserts,3.75,5,5,0,448.7973298429319,No,Yes
Keventers - Milkshakes & Desserts,The Pavillion, Pune,Desserts,3.8,762,2,760,448.7973298429319,Yes,Yes
Keventers Ice Cream,Garuda Mall, Magrath Road,Desserts,3.6,112,0,112,453.5396296296296,Yes,No
Khalids Biriyani,T. Nagar, Chennai,Chinese,3.65,31,31,0,1208.1081159420291,No,Yes
Khana Khazana,Dobson Road, Kolkata,Pizza,3.95,538,538,0,450.33003300330034,No,Yes
Khandelwal Dhaba Purana Wala,Sikar Road, Jaipur,South Indian,3.95,353,353,0,358.47058823529414,No,Yes
Khichdi Etc,Navrangpura, Ahmedabad,North Indian,4.300000000000001,764,764,0,478.3793103448274,No,Yes
Kikki's Cafe,Samta Colony, Raipur,Pizza,4.0,177,177,0,428.0281690140845,No,Yes
Kim Ling Chinese Restaurant,Anna Nagar East, Chennai,Beverages,4.3,539,539,0,590.1346801346801,No,Yes
King Of Burger,Sinhgad Road, Pune,Beverages,3.761132015620044,0,0,0,311.07894736842104,No,No
Kingdoms Pizza,Amer Road, Jaipur,Fast Food,3.6,600,8,592,353.3174603174603,Yes,Yes
Kings Kulfi,Rajinder Nagar, New Delhi,Shake,4.45,227,227,0,212.016,No,Yes
Kolkata Famous Kati Roll,Nagawara, Bangalore,Rolls,3.711132015620044,0,0,0,162.10526315789474,No,No
Kreamz,Hatibagan, Kolkata,Pizza,3.8,15,3,12,130.42307692307693,Yes,Yes
Krispy Kreme,Richmond Road, Bangalore,Beverages,3.95,60,60,0,416.3404255319149,No,Yes
Kritunga,Himayath Nagar, Hyderabad,Beverages,3.4000000000000004,31,31,0,515.0,No,Yes
Kuduk Chicken,Chowk, Lucknow,Burger,4.0,60,60,0,617.5333333333333,No,Yes
Kuduk Chicken,Gomti Nagar, Lucknow,Fast Food,4.15,1178,309,869,617.5333333333333,Yes,Yes
Kunafa House,Nungambakkam, Chennai,Desserts,4.05,808,62,746,706.3636363636364,Yes,Yes
Kunafa World,Panampilly Nagar, Kochi,Desserts,4.1,762,11,751,877.9591836734694,Yes,Yes
Kwality Wall's Frozen Dessert And Ice Cream Shop,College Street, Kolkata,Ice Cream,4.111132015620044,474,0,474,365.1219512195122,Yes,No
Kwality Walls Frozen Dessert And Ice Cream Shop,Shastri Nagar, Jaipur,Desserts,4.061132015620044,289,0,289,333.88,Yes,No
Kwality Walls Frozen Dessert and Ice Cream Shop,Erandwane, Pune,Desserts,4.111132015620044,377,0,377,327.1968503937008,Yes,No
Kwality Walls Frozen Dessert and Ice Cream Shop,Kacheguda, Hyderabad,Desserts,4.161132015620043,346,0,346,327.1968503937008,Yes,No
Kwality Walls Frozen Dessert and Ice Cream Shop,Wilson Garden, Bangalore,Desserts,4.011132015620044,553,0,553,327.1968503937008,Yes,No
LA'Pizza Club,Jankipuram, Lucknow,Beverages,3.9111320156200433,0,0,0,314.20512820512823,No,No
La Milano Pizzeria,Ambavadi, Ahmedabad,Fast Food,4.1,542,542,0,523.3584905660377,No,Yes
La Pino'z Pizza,Basavanagudi, Bangalore,Fast Food,3.2,26,26,0,432.5967741935484,No,Yes
La Pino'z Pizza,C Scheme, Jaipur,Fast Food,3.9,164,164,0,432.5967741935484,No,Yes
La Pino'z Pizza,Himayath Nagar, Hyderabad,Fast Food,3.95,511,6,505,432.5967741935484,Yes,Yes
La Pino'z Pizza,Kankurgachi, Kolkata,Fast Food,3.7,970,26,944,432.5967741935484,Yes,Yes
La Pino'z Pizza,Matunga East, Mumbai,Pasta,3.9111320156200433,0,0,0,432.5967741935484,No,No
Lalla Biryani - Since 1985,Chowk, Lucknow,Mughlai,3.9111320156200433,0,0,0,281.6666666666667,No,No
Lassi N Cafe,Banaswadi, Bangalore,Beverages,3.8,21,3,18,248.8125,Yes,Yes
Lassi Shop,Malakpet, Hyderabad,Desserts,3.75,676,14,662,198.18367346938777,Yes,Yes
Lassi Shop,Residency Road, Bangalore,Fast Food,3.55,63,0,63,198.18367346938777,Yes,No
Late Night Biryani,Saroor Nagar, Hyderabad,North Indian,3.611132015620044,0,0,0,430.8571428571429,No,No
Lazeez Biryani,Entally, Kolkata,Pizza,3.65,728,728,0,404.6363636363636,No,Yes
Laziz Chicken Food Restaurant,Jhotwara, Jaipur,Chinese,3.9,335,335,0,407.2888888888889,No,Yes
Laziz Pizza,Gopalpura, Jaipur,Beverages,3.85,833,833,0,315.8888888888889,No,Yes
LeanCrust Pizza - ThinCrust Experts,Sion, Mumbai,Beverages,4.161132015620043,238,0,238,820.2429906542056,Yes,No
Leon's Burgers & Wings,Himayath Nagar, Hyderabad,Fast Food,3.75,20,20,0,442.4105426356589,No,Yes
Let's Eat Bakers,Panampilly Nagar, Kochi,Sandwich,4.111132015620044,0,0,0,355.75949367088606,No,No
Lina's Brickoven Newyork Pizzeria,T. Nagar, Chennai,Fast Food,4.25,1040,72,968,1104.2206896551725,Yes,Yes
Little Hut,Anna Nagar West, Chennai,Bbq,3.8,747,177,570,481.45882352941175,Yes,Yes
Little India,Alwarpet, Chennai,Biryani,4.1,372,32,340,461.91902834008096,Yes,Yes
Little Italy,Nungambakkam, Chennai,Pizza,4.1,349,349,0,902.7574468085106,No,Yes
Living Bowls,Koramangala 7th Block, Bangalore,Juices,3.761132015620044,604,0,604,420.64814814814815,Yes,No
Liza Restaurant,Vepery, Chennai,Beverages,4.0,141,141,0,407.5012345679013,No,Yes
London Yard Pizza,Paldi, Ahmedabad,Beverages,3.55,127,127,0,495.83333333333326,No,Yes
Louis Burger,Banjara Hills, Hyderabad,Fast Food,3.961132015620043,774,0,774,700.0879120879121,Yes,No
Lucky Multicuisine Restaurant,Somajiguda, Hyderabad,Mandi,4.0,692,692,0,451.2313432835821,No,Yes
Lucky Restaurant,Saroor Nagar, Hyderabad,Beverages,4.05,0,0,0,470.06944444444446,No,No
Lulu Hypermarket,Rajajinagar, Bangalore,Bakery,3.9,23,23,0,474.9608938547486,No,Yes
MH 12 Pav Bhaji,Rasta Peth, Pune,Shake,4.0,262,262,0,340.2879365079365,No,Yes
MOJO Pizza - 2X Toppings,Bund Garden Road, Pune,Beverages,4.061132015620044,0,0,0,683.2080536912752,No,No
MOJO Pizza - 2X Toppings,Shanti Nagar, Bangalore,Desserts,4.061132015620044,590,0,590,683.2080536912752,Yes,No
MRCB,Dilsukhnagar, Hyderabad,Mughlai,3.511132015620044,129,0,129,259.1333333333333,Yes,No
MS Bakery,Attapur, Hyderabad,Bakery,3.961132015620043,0,0,0,308.4793388429752,No,No
MS Bakery & Sweets,Falaknuma, Hyderabad,Pizza,4.011132015620044,0,0,0,355.1857142857143,No,No
MS Food,Navrangpura, Ahmedabad,Shake,3.761132015620044,5,0,5,242.5625,Yes,No
MS Mandi & Shawarma,Charminar, Hyderabad,Beverages,3.85,33,33,0,461.43037974683546,No,Yes
Madheena Fried Chicken,Elamakkara, Kochi,Biryani,3.811132015620044,203,0,203,840.9230769230769,Yes,No
Madhurima Veg,Gomti Nagar, Lucknow,Beverages,4.1,897,897,0,517.8722222222224,No,Yes
Madurai Pandian Mess,Royapettah, Chennai,Bbq,3.65,166,166,0,301.4782608695652,No,Yes
Madurai Sri Thevar Hotel,Parrys, Chennai,South Indian,3.75,112,112,0,335.8878504672897,No,Yes
Magnolia Bakery,Indiranagar, Bangalore,Beverages,4.2,898,898,0,697.1764705882352,No,Yes
Maharaja Restaurant,Charbagh, Lucknow,Chinese,3.35,67,67,0,335.97014925373134,No,Yes
Maharaja Thalis,Gurukul, Ahmedabad,Gujarati,3.861132015620044,0,0,0,379.5369863013698,No,No
Mainland China,Lower Parel, Mumbai,Sichuan,3.961132015620043,643,0,643,1100.4273170731706,Yes,No
Maiz Mexican Kitchen,Lower Parel, Mumbai,Salad,3.9111320156200433,0,0,0,583.0608695652174,No,No
Mama Mia!,Entally, Kolkata,Pizza,4.111132015620044,0,0,0,640.0592592592593,No,No
Manchatti Restaurant,Ernakulam City, Kochi,Desserts,3.0,283,4,279,569.1641791044776,Yes,Yes
Mandi Town,Khairatabad, Hyderabad,Kebab,3.6,540,5,535,1110.6666666666667,Yes,Yes
Manju Mamta Restaurant,Jawahar Nagar, Raipur,Pizza,4.2,0,0,0,325.38461538461536,No,No
Marhaba Shawarma & Wraps,Himayath Nagar, Hyderabad,Shake,3.85,613,26,587,378.05,Yes,Yes
Mario's,Moudhapara, Raipur,Pizza,3.9111320156200433,0,0,0,373.0990867579909,No,No
Marky Momos,C Scheme, Jaipur,Beverages,3.6,16,16,0,953.0424691358024,No,Yes
Marky Momos,Navrangpura, Ahmedabad,Beverages,3.65,34,34,0,953.0424691358024,No,Yes
Marrakesh,FC Road, Pune,Beverages,3.85,0,0,0,473.6341463414634,No,No
Martino'z Pizza,Paldi, Ahmedabad,Mexican,4.15,9,0,9,439.31,Yes,No
Marwadi Chaat & Tiffin Services,Shanti Nagar, Bangalore,Beverages,3.75,107,107,0,453.5486725663717,No,Yes
Mataam Al Yamani,Lakdikapul, Hyderabad,Mandi,3.7,144,144,0,598.0271428571428,No,Yes
Mathsya,Egmore, Chennai,Shake,4.15,0,0,0,361.47058823529414,No,No
Mayur Pan House,Abids, Hyderabad,Ice Cream,4.1,564,564,0,249.54347826086956,No,Yes
McDonald's,Anna Salai, Chennai,Fast Food,3.75,152,152,0,528.5619524040796,No,Yes
McDonald's,Crystal Palm Mall, Jaipur,Beverages,3.9,726,726,0,528.5619524040796,No,Yes
McDonald's,MG Road, Bangalore,Beverages,3.65,214,214,0,528.5619524040796,No,Yes
McDonald's,MG Road, Kochi,Desserts,3.8,264,264,0,528.5619524040796,No,Yes
McDonald's,MPM Mall, Hyderabad,Fast Food,3.55,137,137,0,528.5619524040796,No,Yes
McDonald's,Shaniwar Peth, Pune,Beverages,3.9,2,2,0,528.5619524040796,No,Yes
McDonald's,Star Mall, Mumbai,Beverages,3.8,0,0,0,528.5619524040796,No,No
Meal Bowl,Lower Parel, Mumbai,Sichuan,3.9111320156200433,0,0,0,461.6285714285714,No,No
Mealful Rolls - India's Biggest Rolls,Wadala, Mumbai,Beverages,3.9111320156200433,556,0,556,466.69565217391306,Yes,No
Meat And Eat,Domlur, Bangalore,Desserts,3.5,76,76,0,468.3313253012048,No,Yes
Meat And Eat,Royapettah, Chennai,Beverages,3.35,77,77,0,468.3313253012048,No,Yes
Meera's Kitchen,MG Road, Kochi,Biryani,3.1500000000000004,9,9,0,419.87719298245617,No,Yes
Meghana Foods,Residency Road, Bangalore,Seafood,4.35,0,0,0,556.098865248227,No,No
Meghduth Biryanis,Sanjay Nagar, Bangalore,South Indian,3.761132015620044,0,0,0,657.6078431372549,No,No
Mehfil,Narayanguda, Hyderabad,North Indian,4.05,0,0,0,468.2717391304348,No,No
Meltyway,Mattancherry, Kochi,Fast Food,3.85,725,68,657,303.75147928994085,Yes,Yes
Mezban,Wellesley, Kolkata,Pizza,3.85,0,0,0,471.933774834437,No,No
Mini Punjabi,Sodala, Jaipur,Mughlai,3.85,69,69,0,274.6756756756757,No,Yes
Mishra Bhojanalaya,Chowk, Lucknow,Chinese,3.75,94,94,0,195.94782608695652,No,Yes
Mitra Cafe,Shobha Bazar, Kolkata,Pizza,4.4,0,0,0,588.75,No,No
Mohammedia Shawarma,Saroor Nagar, Hyderabad,Fast Food,3.6,20,2,18,300.0,Yes,Yes
Momo Guy,Worli, Mumbai,Momos,3.611132015620044,535,0,535,371.3793103448274,Yes,No
Momo I Am,City Centre 1, Kolkata,Pizza,4.35,0,0,0,620.5670103092784,No,No
Momo Magic Cafe,Civil Lines, Raipur,Pizza,4.061132015620044,0,0,0,406.61842105263133,No,No
